Job Title,Type of ownership,Sector,min_salary,max_salary,city,state,h_city,h_state,same_city
Junior Data Analyst,Nonprofit Organization,Non-Profit,37,66,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Health Care,37,66,New York,NY,New York,NY,1
Senior Data Analyst,Company - Private,Information Technology,37,66,New York,NY,New York,NY,1
Junior Data Analyst,Subsidiary or Business Segment,Information Technology,37,66,New York,NY,McLean,VA,0
Junior Data Analyst,Company - Private,"Arts, Entertainment & Recreation",37,66,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Finance,37,66,New York,NY,Stamford,CT,0
Junior Data Analyst,Company - Private,Finance,37,66,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Insurance,37,66,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Finance,37,66,New York,NY,London,United Kingdom,0
Junior Data Analyst,Company - Private,Business Services,37,66,New York,NY,New York,NY,1
Junior Data Analyst,Hospital,Health Care,37,66,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Health Care,37,66,New York,NY,Bronx,NY,0
Senior Data Analyst,Company - Private,Business Services,37,66,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Finance,37,66,Jersey City,NJ,Phoenix,AZ,0
Junior Data Analyst,Company - Private,Business Services,37,66,New York,NY,New York,NY,1
Junior Data Analyst,Subsidiary or Business Segment,Business Services,37,66,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Business Services,37,66,New York,NY,Rome,NY,0
Junior Data Analyst,Nonprofit Organization,Business Services,37,66,New York,NY,Waltham,MA,0
Junior Data Analyst,Company - Private,Information Technology,37,66,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Information Technology,37,66,New York,NY,Mountain View,CA,0
Junior Data Analyst,Company - Public,-1,37,66,New York,NY,Marina del Rey,CA,0
Junior Data Analyst,Company - Public,Finance,37,66,New York,NY,Sydney,Australia,0
Junior Data Analyst,Company - Private,"Restaurants, Bars & Food Services",37,66,New York,NY,Warren,MI,0
Junior Data Analyst,Unknown,-1,37,66,New York,NY,Columbus,OH,0
Junior Data Analyst,Company - Private,Business Services,37,66,New York,NY,San Francisco,CA,0
Junior Data Analyst,Company - Private,Information Technology,37,66,New York,NY,Pittsburgh,PA,0
Junior Data Analyst,Company - Private,Health Care,37,66,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,37,66,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,37,66,New York,NY,Washington,DC,0
Junior Data Analyst,Company - Private,Business Services,46,87,Brooklyn,NY,Seattle,WA,0
Junior Data Analyst,Company - Private,Information Technology,46,87,Jersey City,NJ,Newtown,PA,0
Junior Data Analyst,Contract,-1,46,87,New York,NY,Piscataway,NJ,0
Junior Data Analyst,Company - Private,Finance,46,87,New York,NY,San Francisco,CA,0
Junior Data Analyst,Company - Public,Finance,46,87,New York,NY,Charlotte,NC,0
Junior Data Analyst,Company - Public,-1,46,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,46,87,New York,NY,Westmont,IL,0
Junior Data Analyst,Hospital,Health Care,46,87,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Non-Profit,46,87,New York,NY,West Hollywood,CA,0
Junior Data Analyst,Company - Private,-1,46,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,-1,46,87,New York,NY,Kyiv,Ukraine,0
Junior Data Analyst,Company - Private,-1,46,87,New York,NY,Santa Monica,CA,0
Junior Data Analyst,Company - Private,Business Services,46,87,New York,NY,Cherry Hill,NJ,0
Junior Data Analyst,Company - Private,Information Technology,46,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,46,87,New York,NY,Cleveland,OH,0
Junior Data Analyst,Company - Private,Business Services,46,87,New York,NY,San Francisco,CA,0
Junior Data Analyst,Company - Private,Business Services,46,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Finance,46,87,New York,NY,New York,NY,1
Senior Data Analyst,Company - Public,Information Technology,46,87,New York,NY,San Jose,CA,0
Senior Data Analyst,Company - Public,Media,46,87,New York,NY,Burbank,CA,0
Junior Data Analyst,Company - Private,-1,46,87,New York,NY,Chicago,IL,0
Junior Data Analyst,Company - Private,Information Technology,46,87,Jersey City,NJ,Sunnyvale,CA,0
Senior Data Analyst,Company - Private,Finance,46,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Business Services,46,87,Weehawken,NJ,Hauppauge,NY,0
Junior Data Analyst,Company - Public,Media,46,87,New York,NY,Burbank,CA,0
Junior Data Analyst,Company - Private,Accounting & Legal,46,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,46,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Real Estate,46,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Health Care,51,88,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Information Technology,51,88,New York,NY,Saint Louis,MO,0
Junior Data Analyst,Company - Public,Information Technology,51,88,New York,NY,Saint Louis,MO,0
Junior Data Analyst,Company - Public,Information Technology,51,88,New York,NY,Saint Louis,MO,0
Junior Data Analyst,Company - Public,Business Services,51,88,New York,NY,Tampa,FL,0
Junior Data Analyst,Company - Public,Information Technology,51,88,New York,NY,Paris,France,0
Junior Data Analyst,Company - Private,Information Technology,51,88,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Finance,51,88,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,51,88,New York,NY,Princeton,NJ,0
Junior Data Analyst,Company - Private,Business Services,51,88,New York,NY,South Plainfield,NJ,0
Junior Data Analyst,Company - Private,Business Services,51,88,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,-1,51,88,New York,NY,Colorado Springs,CO,0
Junior Data Analyst,Company - Public,Finance,51,88,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,51,88,New York,NY,New York,NY,1
Junior Data Analyst,Government,Government,51,88,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Media,51,88,New York,NY,New York,NY,1
Junior Data Analyst,Subsidiary or Business Segment,Business Services,51,88,Jersey City,NJ,Atlanta,GA,0
Junior Data Analyst,Company - Private,-1,51,88,New York,NY,New York,NY (US),1
Junior Data Analyst,Company - Private,Business Services,51,88,New York,NY,Cherry Hill,NJ,0
Junior Data Analyst,Company - Private,-1,51,88,New York,NY,Fremont,CA,0
Junior Data Analyst,Company - Private,Information Technology,51,88,New York,NY,Los Angeles,CA,0
Junior Data Analyst,Company - Private,Business Services,51,88,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,51,88,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Accounting & Legal,51,88,New York,NY,Plainsboro,NJ,0
Junior Data Analyst,Company - Private,-1,51,88,New York,NY,Dublin,Ireland,0
Junior Data Analyst,Company - Private,Information Technology,51,88,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,51,88,New York,NY,Alexandria,VA,0
Junior Data Analyst,Company - Private,Insurance,51,88,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Finance,51,88,New York,NY,Washington,DC,0
Junior Data Analyst,Company - Public,Finance,51,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Business Services,51,87,New York,NY,Irvine,CA,0
Junior Data Analyst,Company - Private,Information Technology,51,87,New York,NY,Irving,TX,0
Junior Data Analyst,Subsidiary or Business Segment,Business Services,51,87,Jersey City,NJ,Glen Allen,VA,0
Junior Data Analyst,Company - Private,Business Services,51,87,New York,NY,Evanston,IL,0
Junior Data Analyst,Company - Private,Retail,51,87,New York,NY,San Mateo,CA,0
Junior Data Analyst,Company - Private,Business Services,51,87,New York,NY,North Brunswick,NJ,0
Junior Data Analyst,Unknown,Health Care,51,87,Brooklyn,NY,Brooklyn,NY,1
Junior Data Analyst,Nonprofit Organization,-1,51,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Consumer Services,51,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,51,87,New York,NY,Troy,MI,0
Junior Data Analyst,Company - Public,Health Care,51,87,New York,NY,Charlotte,NC,0
Junior Data Analyst,Company - Public,Finance,51,87,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Non-Profit,51,87,Long Island City,NY,New York,NY,0
Junior Data Analyst,Company - Private,-1,51,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,51,87,New York,NY,Yorktown Heights,NY,0
Junior Data Analyst,Company - Private,Information Technology,51,87,New York,NY,Northville,MI,0
Junior Data Analyst,School / School District,-1,51,87,Brooklyn,NY,Brooklyn,NY,1
Junior Data Analyst,Company - Private,Information Technology,51,87,Jersey City,NJ,New York,NY,0
Junior Data Analyst,Company - Public,Finance,51,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Business Services,51,87,New York,NY,Menlo Park,CA,0
Junior Data Analyst,Subsidiary or Business Segment,Information Technology,51,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,51,87,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Information Technology,51,87,Jersey City,NJ,Paris,France,0
Junior Data Analyst,Nonprofit Organization,Non-Profit,51,87,New York,NY,Bronx,NY,0
Junior Data Analyst,Company - Private,Biotech & Pharmaceuticals,51,87,Florham Park,NJ,Florham Park,NJ,1
Junior Data Analyst,Company - Private,Health Care,51,87,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Insurance,51,87,New York,NY,New York,NY,1
Junior Data Analyst,Other Organization,Consumer Services,59,85,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Insurance,59,85,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,59,85,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,-1,59,85,Jersey City,NJ,New York,NY,0
Junior Data Analyst,Company - Private,Information Technology,59,85,New York,NY,Woodridge,IL,0
Junior Data Analyst,Company - Public,Information Technology,59,85,New York,NY,Armonk,NY,0
Junior Data Analyst,Nonprofit Organization,Health Care,59,85,Manhasset,NY,Lake Success,NY,0
Junior Data Analyst,Company - Private,Business Services,59,85,New York,NY,London,United Kingdom,0
Junior Data Analyst,Company - Private,Information Technology,59,85,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Finance,59,85,New York,NY,Toronto,Canada,0
Junior Data Analyst,Nonprofit Organization,Health Care,59,85,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,59,85,New York,NY,Lenexa,KS,0
Junior Data Analyst,Contract,Business Services,59,85,Newark,NJ,New York,NY,0
Junior Data Analyst,Company - Private,Information Technology,59,85,New York,NY,Northville,MI,0
Junior Data Analyst,Company - Private,Media,59,85,New York,NY,Cincinnati,OH,0
Junior Data Analyst,Company - Public,"Arts, Entertainment & Recreation",59,85,Jersey City,NJ,London,United Kingdom,0
Senior Data Analyst,Subsidiary or Business Segment,Media,59,85,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,-1,59,85,Brooklyn,NY,Baltimore,MD,0
Junior Data Analyst,Subsidiary or Business Segment,Information Technology,59,85,New York,NY,Burlington,MA,0
Junior Data Analyst,Company - Private,-1,59,85,New York,NY,Pleasantville,NY,0
Junior Data Analyst,Company - Private,Accounting & Legal,59,85,New York,NY,Singapore,Singapore,0
Junior Data Analyst,College / University,Education,59,85,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,59,85,New York,NY,New Brunswick,NJ,0
Junior Data Analyst,Company - Private,Business Services,59,85,Queens Village,NY,Mumbai,India,0
Junior Data Analyst,Nonprofit Organization,Education,59,85,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,59,85,New York,NY,Bethesda,MD,0
Junior Data Analyst,Company - Private,Business Services,59,85,New York,NY,Yorktown Heights,NY,0
Junior Data Analyst,Company - Public,Information Technology,59,85,New York,NY,Seattle,WA,0
Junior Data Analyst,Company - Private,Accounting & Legal,59,85,New York,NY,Singapore,Singapore,0
Junior Data Analyst,Hospital,Health Care,43,76,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Health Care,43,76,New York,NY,New York,NY,1
Junior Data Analyst,Hospital,Health Care,43,76,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,43,76,New York,NY,Dublin,OH,0
Junior Data Analyst,Company - Private,-1,43,76,New York,NY,Bloomingdale,IL,0
Junior Data Analyst,Nonprofit Organization,Non-Profit,43,76,New York,NY,New York,NY,1
Junior Data Analyst,Hospital,Health Care,43,76,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Health Care,43,76,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Consumer Services,43,76,Newark,NJ,Louisville,KY,0
Junior Data Analyst,Company - Private,Business Services,43,76,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,43,76,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,43,76,New York,NY,Dublin,OH,0
Junior Data Analyst,Subsidiary or Business Segment,Media,43,76,New York,NY,New York,NY,1
Senior Data Analyst,Company - Private,Information Technology,43,76,New York,NY,New York,NY,1
Junior Data Analyst,Unknown,-1,43,76,Brooklyn,NY,New York,NY,0
Junior Data Analyst,Company - Private,Business Services,43,76,New York,NY,Washington,DC,0
Junior Data Analyst,Nonprofit Organization,Non-Profit,43,76,Brooklyn,NY,Brooklyn,NY,1
Junior Data Analyst,Company - Private,Information Technology,43,76,Weehawken,NJ,Princeton,NJ,0
Junior Data Analyst,Company - Private,Information Technology,43,76,New York,NY,Princeton,NJ,0
Junior Data Analyst,Nonprofit Organization,-1,43,76,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Finance,43,76,New York,NY,Zurich,Switzerland,0
Junior Data Analyst,Unknown,-1,43,76,New York,NY,West Hartford,CT,0
Junior Data Analyst,Company - Private,Business Services,43,76,Haworth,NJ,Orlando,FL,0
Junior Data Analyst,Company - Private,Finance,43,76,Fort Lee,NJ,Fort Lee,NJ,1
Junior Data Analyst,Company - Public,Media,43,76,New York,NY,New York,NY,1
Senior Data Analyst,Company - Private,Information Technology,43,76,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,-1,43,76,New York,NY,New York,NY,1
Senior Data Analyst,Company - Public,Information Technology,43,76,New York,NY,Saint Louis,MO,0
Junior Data Analyst,Company - Private,Accounting & Legal,60,110,New York,NY,Plainsboro,NJ,0
Senior Data Analyst,Company - Private,Business Services,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,60,110,New York,NY,Somerset,NJ,0
Junior Data Analyst,Company - Private,Business Services,60,110,New York,NY,Alexandria,VA,0
Junior Data Analyst,Company - Private,Business Services,60,110,Jersey City,NJ,Tarrytown,NY,0
Junior Data Analyst,Company - Public,Finance,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Non-Profit,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Business Services,60,110,New York,NY,Hauppauge,NY,0
Junior Data Analyst,Company - Public,Finance,60,110,Weehawken,NJ,Zurich,Switzerland,0
Junior Data Analyst,Company - Public,Media,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,60,110,New York,NY,Alexandria,VA,0
Junior Data Analyst,Company - Public,Finance,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Health Care,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Hospital,Health Care,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,60,110,Jersey City,NJ,Sunnyvale,CA,0
Junior Data Analyst,Company - Private,-1,60,110,South Plainfield,NJ,Allentown,PA,0
Junior Data Analyst,Nonprofit Organization,Health Care,60,110,New York,NY,Bronx,NY,0
Senior Data Analyst,Company - Private,Business Services,60,110,New York,NY,Frisco,TX,0
Senior Data Analyst,Company - Private,"Construction, Repair & Maintenance",60,110,New York,NY,Moore,OK,0
Junior Data Analyst,Nonprofit Organization,Non-Profit,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,60,110,New York,NY,Bethesda,MD,0
Senior Data Analyst,Company - Private,Business Services,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Non-Profit,60,110,New York,NY,Brooklyn,NY,0
Junior Data Analyst,Company - Private,Information Technology,60,110,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,41,78,New York,NY,Woodridge,IL,0
Senior Data Analyst,Company - Private,Business Services,41,78,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,41,78,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,41,78,New York,NY,Newark,CA,0
Junior Data Analyst,Nonprofit Organization,Non-Profit,41,78,Bronx,NY,Bronx,NY,1
Junior Data Analyst,Company - Private,Business Services,41,78,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Finance,41,78,New York,NY,New York,NY,1
Senior Data Analyst,Company - Public,Media,41,78,New York,NY,Burbank,CA,0
Junior Data Analyst,Company - Public,Information Technology,41,78,New York,NY,Tokyo,Japan,0
Junior Data Analyst,Company - Public,Business Services,41,78,Jersey City,NJ,Hauppauge,NY,0
Junior Data Analyst,Company - Private,-1,41,78,New York,NY,Braga,Portugal,0
Junior Data Analyst,Company - Private,Business Services,41,78,Little Ferry,NJ,Little Ferry,NJ,1
Junior Data Analyst,Company - Private,Business Services,41,78,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,-1,41,78,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,41,78,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Business Services,41,78,New York,NY,Richmond,VA,0
Junior Data Analyst,Company - Public,Information Technology,41,78,Newark,NJ,Rockaway,NJ,0
Senior Data Analyst,Company - Private,Media,41,78,New York,NY,Irvine,CA,0
Junior Data Analyst,Company - Private,Information Technology,41,78,Jersey City,NJ,North Brunswick,NJ,0
Junior Data Analyst,Company - Private,Business Services,41,78,Jersey City,NJ,New York,NY,0
Junior Data Analyst,Company - Private,Information Technology,41,78,Jersey City,NJ,New York,NY,0
Junior Data Analyst,Subsidiary or Business Segment,Health Care,41,78,Lake Success,NY,Lake Success,NY,1
Senior Data Analyst,Company - Public,Information Technology,41,78,New York,NY,Lanham,MD,0
Junior Data Analyst,Company - Private,-1,41,78,New York,NY,Princeton,NJ,0
Junior Data Analyst,Nonprofit Organization,Health Care,41,78,New York,NY,Miami Beach,FL,0
Junior Data Analyst,Company - Private,Business Services,41,78,Lake Success,NY,Spring,TX,0
Senior Data Analyst,Company - Public,Finance,41,78,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Information Technology,45,88,Jersey City,NJ,Paris,France,0
Junior Data Analyst,Nonprofit Organization,Health Care,45,88,Lake Success,NY,N New Hyde Park,NY,0
Junior Data Analyst,Company - Public,-1,45,88,New York,NY,Durham,NC,0
Junior Data Analyst,Company - Private,Finance,45,88,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Health Care,45,88,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Health Care,45,88,New York,NY,Miami Beach,FL,0
Junior Data Analyst,Nonprofit Organization,Insurance,45,88,Newark,NJ,Newark,NJ,1
Junior Data Analyst,College / University,Education,45,88,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Media,45,88,New York,NY,Burbank,CA,0
Junior Data Analyst,Company - Private,Information Technology,45,88,New York,NY,Princeton,NJ,0
Junior Data Analyst,Company - Public,Information Technology,73,127,New York,NY,Paris,France,0
Junior Data Analyst,Company - Private,"Arts, Entertainment & Recreation",73,127,New York,NY,Jersey City,NJ,0
Senior Data Analyst,Company - Public,Information Technology,73,127,New York,NY,Saint Louis,MO,0
Junior Data Analyst,Company - Public,Finance,73,127,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,73,127,New York,NY,Cleveland,OH,0
Junior Data Analyst,Company - Private,-1,73,127,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,73,127,New York,NY,Chicago,IL,0
Junior Data Analyst,Company - Private,Business Services,73,127,New York,NY,Monmouth Junction,NJ,0
Junior Data Analyst,Company - Private,Business Services,73,127,Summit,NJ,Edison,NJ,0
Junior Data Analyst,Company - Private,Business Services,73,127,New York,NY,Edison,NJ,0
Junior Data Analyst,Nonprofit Organization,-1,73,127,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,73,127,New York,NY,Rochester,NY,0
Junior Data Analyst,Company - Private,Accounting & Legal,84,90,New York,NY,Plainsboro,NJ,0
Junior Data Analyst,Company - Private,Information Technology,84,90,New York,NY,West Windsor,NJ,0
Junior Data Analyst,Company - Private,Information Technology,84,90,New York,NY,Memphis,TN,0
Junior Data Analyst,Company - Private,Information Technology,84,90,New York,NY,Princeton,NJ,0
Junior Data Analyst,Company - Private,Business Services,84,90,Haworth,NJ,Dover,DE,0
Senior Data Analyst,Company - Public,Media,84,90,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,-1,84,90,New York,NY,Cranford,NJ,0
Junior Data Analyst,Company - Private,Business Services,84,90,New York,NY,Herndon,VA,0
Junior Data Analyst,Company - Private,Information Technology,84,90,New York,NY,Princeton,NJ,0
Junior Data Analyst,Company - Public,-1,84,90,Jersey City,NJ,New York,NY,0
Junior Data Analyst,Nonprofit Organization,Health Care,84,90,Manhasset,NY,Lake Success,NY,0
Junior Data Analyst,Company - Private,Information Technology,84,90,New York,NY,North Brunswick,NJ,0
Junior Data Analyst,Company - Public,Business Services,84,90,New York,NY,London,United Kingdom,0
Junior Data Analyst,Subsidiary or Business Segment,Health Care,84,90,Lake Success,NY,Lake Success,NY,1
Junior Data Analyst,Company - Private,Information Technology,84,90,Jersey City,NJ,New York,NY,0
Junior Data Analyst,Nonprofit Organization,Insurance,27,52,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,"Construction, Repair & Maintenance",27,52,Fairfield,NJ,Fairfield,NJ,1
Junior Data Analyst,Company - Private,Health Care,27,52,New York,NY,Santa Clara,CA,0
Senior Data Analyst,Company - Private,Information Technology,27,52,New York,NY,Duluth,GA,0
Senior Data Analyst,Company - Public,Finance,27,52,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Finance,27,52,New York,NY,Buffalo,NY,0
Junior Data Analyst,Company - Private,Information Technology,27,52,Brooklyn,NY,Erdenheim,PA,0
Junior Data Analyst,Company - Public,Information Technology,27,52,New York,NY,Redwood City,CA,0
Junior Data Analyst,Company - Private,-1,27,52,New York,NY,Calgary,Canada,0
Senior Data Analyst,Company - Private,Business Services,27,52,New York,NY,King of Prussia,PA,0
Senior Data Analyst,Company - Private,Health Care,27,52,New York,NY,New York,NY,1
Senior Data Analyst,Company - Private,Information Technology,27,52,New York,NY,Northville,MI,0
Junior Data Analyst,Subsidiary or Business Segment,Finance,27,52,New York,NY,Wellesley,MA,0
Junior Data Analyst,Company - Public,Business Services,27,52,Summit,NJ,Tampa,FL,0
Senior Data Analyst,Company - Public,Biotech & Pharmaceuticals,27,52,Berkeley Heights,NJ,London,United Kingdom,0
Junior Data Analyst,Company - Public,Finance,27,52,Jersey City,NJ,Tokyo,Japan,0
Junior Data Analyst,Nonprofit Organization,Health Care,27,52,New York,NY,Miami Beach,FL,0
Junior Data Analyst,Company - Public,Finance,27,52,Jersey City,NJ,New York,NY,0
Junior Data Analyst,Company - Public,Finance,27,52,Brooklyn,NY,New York,NY,0
Junior Data Analyst,Company - Private,Business Services,27,52,Jersey City,NJ,New York,NY,0
Junior Data Analyst,Nonprofit Organization,Non-Profit,27,52,Essex Fells,NJ,Holmdel,NJ,0
Junior Data Analyst,Subsidiary or Business Segment,Media,27,52,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,27,52,Jersey City,NJ,New York,NY,0
Junior Data Analyst,Company - Private,Information Technology,27,52,New York,NY,Iselin,NJ,0
Junior Data Analyst,Company - Private,Information Technology,27,52,New York,NY,North Brunswick,NJ,0
Junior Data Analyst,Company - Public,Media,27,52,New York,NY,London,United Kingdom,0
Junior Data Analyst,Hospital,Health Care,27,52,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,"Oil, Gas, Energy & Utilities",27,52,South Plainfield,NJ,South Plainfield,NJ,1
Junior Data Analyst,Company - Private,Information Technology,27,52,Franklin Lakes,NJ,Rolling Meadows,IL,0
Junior Data Analyst,Subsidiary or Business Segment,Health Care,42,74,Lake Success,NY,Lake Success,NY,1
Junior Data Analyst,Company - Private,Information Technology,42,74,New York,NY,Northville,MI,0
Junior Data Analyst,Company - Private,Business Services,42,74,New York,NY,New City,NY,0
Junior Data Analyst,Company - Public,Finance,42,74,Newark,NJ,New York,NY,0
Junior Data Analyst,Company - Private,Health Care,42,74,New York,NY,Fairfax,VA,0
Senior Data Analyst,Nonprofit Organization,Non-Profit,42,74,New York,NY,New York,NY,1
Junior Data Analyst,Nonprofit Organization,Health Care,42,74,New York,NY,Miami Beach,FL,0
Junior Data Analyst,Company - Private,Information Technology,42,74,New York,NY,Princeton,NJ,0
Junior Data Analyst,Company - Private,Business Services,42,74,Mount Vernon,NY,Mosta,Malta,0
Junior Data Analyst,Company - Private,Information Technology,42,74,Jersey City,NJ,Alpharetta,GA,0
Senior Data Analyst,Nonprofit Organization,Insurance,42,74,New York,NY,New York,NY,1
Senior Data Analyst,Company - Public,Consumer Services,42,74,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Information Technology,42,74,New York,NY,New York,NY,1
Senior Data Analyst,Company - Private,Information Technology,42,74,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Finance,42,74,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,-1,42,74,New York,NY,Tuxedo Park,NY,0
Senior Data Analyst,Nonprofit Organization,Insurance,42,74,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Information Technology,42,74,New York,NY,Northville,MI,0
Junior Data Analyst,Company - Private,Information Technology,42,74,New York,NY,Northville,MI,0
Junior Data Analyst,Company - Private,Retail,42,74,Jersey City,NJ,Jersey City,NJ,1
Senior Data Analyst,Company - Private,Information Technology,42,74,New York,NY,Northville,MI,0
Senior Data Analyst,Nonprofit Organization,Non-Profit,42,74,New York,NY,New York,NY,1
Senior Data Analyst,Company - Private,-1,42,74,New York,NY,New York,NY (US),1
Junior Data Analyst,Nonprofit Organization,Insurance,42,74,Newark,NJ,Newark,NJ,1
Junior Data Analyst,Nonprofit Organization,Health Care,42,74,Lake Success,NY,N New Hyde Park,NY,0
Junior Data Analyst,Company - Public,Information Technology,77,132,New York,NY,Paris,France,0
Junior Data Analyst,Nonprofit Organization,Insurance,77,132,New York,NY,New York,NY,1
Senior Data Analyst,Company - Private,Business Services,77,132,New York,NY,New York,NY,1
Junior Data Analyst,Company - Private,Business Services,77,132,New York,NY,London,United Kingdom,0
Junior Data Analyst,Company - Private,Information Technology,77,132,New York,NY,Piscataway,NJ,0
Senior Data Analyst,Company - Public,Finance,77,132,New York,NY,Atlanta,GA,0
Junior Data Analyst,Company - Private,Information Technology,77,132,New York,NY,Woodridge,IL,0
Junior Data Analyst,Company - Public,Information Technology,77,132,New York,NY,Santa Clara,CA,0
Junior Data Analyst,Company - Private,Business Services,77,132,New York,NY,Cherry Hill,NJ,0
Senior Data Analyst,Company - Private,Information Technology,77,132,New York,NY,New York,NY,1
Junior Data Analyst,Company - Public,Business Services,77,132,Jersey City,NJ,Menlo Park,CA,0
