Job Title,Type of ownership,Sector,min_salary,max_salary,city,state,h_city,h_state,same_city
Junior Data Analyst,Company - Private,-1,37,70,Pasadena,CA,Pasadena,CA,1
Senior Data Analyst,Company - Private,Media,37,70,Santa Monica,CA,Santa Monica,CA,1
Junior Data Analyst,Company - Private,Business Services,37,70,El Segundo,CA,El Segundo,CA,1
Junior Data Analyst,College / University,Education,37,70,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Nonprofit Organization,Business Services,37,70,Cerritos,CA,Easton,MD,0
Junior Data Analyst,Company - Private,Consumer Services,37,70,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Company - Public,Media,37,70,Burbank,CA,Burbank,CA,1
Junior Data Analyst,Company - Private,"Construction, Repair & Maintenance",37,70,Irwindale,CA,Milton,WV,0
Junior Data Analyst,Company - Public,Media,37,70,Los Angeles,CA,Redwood City,CA,0
Junior Data Analyst,Nonprofit Organization,Health Care,37,70,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Company - Private,Finance,37,70,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Subsidiary or Business Segment,Media,37,70,Burbank,CA,New York,NY,0
Junior Data Analyst,Nonprofit Organization,Health Care,37,70,Los Angeles,CA,Los Angeles,CA,1
Senior Data Analyst,Company - Private,Information Technology,37,70,Los Angeles,CA,Los Angeles,CA,1
Senior Data Analyst,Government,Finance,37,70,Pasadena,CA,Pasadena,CA,1
Junior Data Analyst,Company - Private,Media,37,70,Anaheim,CA,New York,NY,0
Junior Data Analyst,Company - Private,-1,37,70,Burbank,CA,Burbank,CA,1
Junior Data Analyst,Company - Public,Finance,37,70,El Segundo,CA,Melbourne,Australia,0
Junior Data Analyst,Company - Private,Information Technology,37,70,Los Angeles,CA,Woodridge,IL,0
Junior Data Analyst,Company - Private,Business Services,57,103,Irwindale,CA,Houston,TX,0
Junior Data Analyst,Company - Public,Business Services,57,103,Los Angeles,CA,Sherman Oaks,CA,0
Junior Data Analyst,Company - Private,Government,57,103,Los Angeles,CA,Burlingame,CA,0
Junior Data Analyst,Nonprofit Organization,Health Care,57,103,Beverly Hills,CA,Los Angeles,CA,0
Senior Data Analyst,Company - Private,Media,57,103,Los Angeles,CA,Irvine,CA,0
Junior Data Analyst,Company - Private,Finance,57,103,Anaheim,CA,Irvine,CA,0
Junior Data Analyst,Company - Private,-1,57,103,Long Beach,CA,Dana Point,CA,0
Junior Data Analyst,Nonprofit Organization,Health Care,57,103,Los Angeles,CA,Los Angeles,CA,1
Senior Data Analyst,Government,Government,57,103,Los Angeles,CA,Los Angeles,CA,1
Senior Data Analyst,Company - Private,Information Technology,57,103,Los Angeles,CA,San Diego,CA,0
Junior Data Analyst,Company - Public,Real Estate,57,103,Los Angeles,CA,Los Angeles,CA,1
Senior Data Analyst,Subsidiary or Business Segment,Education,57,103,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Company - Private,Business Services,57,103,El Segundo,CA,El Segundo,CA,1
Junior Data Analyst,Company - Public,Information Technology,57,103,Los Angeles,CA,Los Gatos,CA,0
Junior Data Analyst,Nonprofit Organization,Health Care,57,103,Los Angeles,CA,Sacramento,CA,0
Junior Data Analyst,Company - Private,Biotech & Pharmaceuticals,57,103,Northridge,CA,Tarzana,CA,0
Junior Data Analyst,Company - Private,Business Services,57,103,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Company - Private,Information Technology,57,103,Los Angeles,CA,El Segundo,CA,0
Junior Data Analyst,Company - Public,Business Services,57,103,Los Angeles,CA,Menlo Park,CA,0
Senior Data Analyst,Company - Public,Media,57,103,Los Angeles,CA,New York,NY,0
Junior Data Analyst,Nonprofit Organization,-1,57,103,Los Angeles,CA,West Roxbury,MA,0
Junior Data Analyst,Company - Private,Media,57,103,Los Angeles,CA,Seoul,South Korea,0
Junior Data Analyst,Company - Public,Health Care,57,103,Los Angeles,CA,Los Angeles,CA,1
Senior Data Analyst,Company - Public,Business Services,57,103,Los Angeles,CA,Menlo Park,CA,0
Junior Data Analyst,Company - Public,Media,57,103,El Segundo,CA,Santa Monica,CA,0
Junior Data Analyst,Company - Private,Retail,57,103,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Company - Private,Information Technology,57,103,Venice,CA,Venice,CA,1
Junior Data Analyst,Company - Private,Information Technology,35,45,Los Angeles,CA,Woodridge,IL,0
Senior Data Analyst,Company - Private,-1,35,45,Los Angeles,CA,Austin,TX,0
Junior Data Analyst,Nonprofit Organization,Health Care,35,45,Pasadena,CA,Oakland,CA,0
Senior Data Analyst,Company - Private,Business Services,35,45,Los Angeles,CA,Evanston,IL,0
Junior Data Analyst,Company - Private,Aerospace & Defense,35,45,El Segundo,CA,Goleta,CA,0
Junior Data Analyst,Subsidiary or Business Segment,Finance,35,45,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Company - Private,Business Services,35,45,Los Angeles,CA,Walnut Creek,CA,0
Junior Data Analyst,Company - Public,-1,35,45,Pasadena,CA,Santa Clara,CA,0
Junior Data Analyst,Subsidiary or Business Segment,Finance,35,45,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Company - Private,Information Technology,35,45,Los Angeles,CA,El Segundo,CA,0
Junior Data Analyst,Company - Public,Business Services,35,45,Los Angeles,CA,Tampa,FL,0
Senior Data Analyst,Company - Private,-1,35,45,Alhambra,CA,Sandy,UT,0
Junior Data Analyst,Subsidiary or Business Segment,Media,35,45,Burbank,CA,New York,NY,0
Junior Data Analyst,Company - Public,Insurance,35,45,Long Beach,CA,Long Beach,CA,1
Junior Data Analyst,Company - Private,Consumer Services,35,45,Santa Monica,CA,Santa Monica,CA,1
Junior Data Analyst,Company - Private,Business Services,35,45,Los Angeles,CA,Houston,TX,0
Junior Data Analyst,Company - Public,Information Technology,35,45,Los Angeles,CA,Armonk,NY,0
Junior Data Analyst,Company - Private,Manufacturing,35,45,Los Angeles,CA,Los Angeles,CA,1
Senior Data Analyst,Company - Private,Business Services,35,45,Los Angeles,CA,Santa Clara,CA,0
Senior Data Analyst,Company - Private,Information Technology,35,45,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Company - Public,Media,35,45,El Segundo,CA,Los Angeles,CA,0
Junior Data Analyst,Company - Public,Insurance,35,45,Brea,CA,Los Angeles,CA,0
Junior Data Analyst,Company - Public,Insurance,35,45,Long Beach,CA,Long Beach,CA,1
Senior Data Analyst,Company - Private,-1,35,45,El Segundo,CA,El Segundo,CA,1
Junior Data Analyst,Company - Public,Real Estate,42,66,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Company - Public,-1,42,66,Duarte,CA,Carson,CA,0
Junior Data Analyst,Company - Public,Business Services,42,66,Woodland Hills,CA,Jacksonville,FL,0
Junior Data Analyst,Company - Private,-1,42,66,Burbank,CA,Bishnupur,India,0
Junior Data Analyst,Company - Private,Information Technology,42,66,Los Angeles,CA,El Segundo,CA,0
Junior Data Analyst,Company - Private,-1,42,66,Monterey Park,CA,Hyderabad,India,0
Junior Data Analyst,Company - Private,Information Technology,42,66,Burbank,CA,Overland Park,KS,0
Junior Data Analyst,Company - Private,-1,42,66,El Segundo,CA,Los Angeles,CA,0
Junior Data Analyst,Company - Private,Health Care,42,66,Glendale,CA,Dayton,OH,0
Junior Data Analyst,Company - Private,Business Services,42,66,Santa Monica,CA,Irvine,CA,0
Junior Data Analyst,Company - Private,Business Services,42,66,Pasadena,CA,New York,NY,0
Junior Data Analyst,Subsidiary or Business Segment,Finance,42,66,Los Angeles,CA,Los Angeles,CA,1
Senior Data Analyst,Company - Private,Consumer Services,42,66,Pasadena,CA,Fremont,CA,0
Junior Data Analyst,Company - Public,Aerospace & Defense,42,66,Woodland Hills,CA,Falls Church,VA,0
Junior Data Analyst,Company - Private,Business Services,42,66,Burbank,CA,South Jordan,UT,0
Junior Data Analyst,Company - Private,Information Technology,42,66,Los Angeles,CA,Brea,CA,0
Junior Data Analyst,Company - Private,Media,42,66,Culver City,CA,Los Angeles,CA,0
Junior Data Analyst,Company - Public,Information Technology,42,66,Culver City,CA,Cupertino,CA,0
Junior Data Analyst,Company - Private,Information Technology,42,66,Cerritos,CA,Williamsville,NY,0
Junior Data Analyst,Company - Private,-1,42,66,Burbank,CA,Bishnupur,India,0
Junior Data Analyst,Company - Private,Retail,42,66,Marina del Rey,CA,Marina del Rey,CA,1
Junior Data Analyst,Company - Private,-1,42,66,Long Beach,CA,Singapore,Singapore,0
Senior Data Analyst,Company - Private,Information Technology,42,66,Culver City,CA,Los Angeles,CA,0
Junior Data Analyst,Company - Private,-1,42,66,Arcadia,CA,Noida,India,0
Junior Data Analyst,Subsidiary or Business Segment,Finance,42,66,Beverly Hills,CA,Los Angeles,CA,0
Junior Data Analyst,Company - Public,Retail,42,66,Torrance,CA,Carson,CA,0
Junior Data Analyst,Company - Private,Information Technology,42,66,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Company - Public,-1,42,66,Panorama City,CA,Panorama City,CA,1
Junior Data Analyst,Company - Public,Insurance,42,66,Long Beach,CA,Long Beach,CA,1
Senior Data Analyst,Company - Private,Business Services,65,81,Glendale,CA,Glendale,CA,1
Junior Data Analyst,Company - Private,Manufacturing,65,81,Long Beach,CA,Danbury,CT,0
Junior Data Analyst,Company - Public,Health Care,65,81,Alhambra,CA,Alhambra,CA,1
Junior Data Analyst,Company - Private,Business Services,65,81,Azusa,CA,Anaheim,CA,0
Junior Data Analyst,Company - Private,Business Services,65,81,Burbank,CA,Los Angeles,CA,0
Junior Data Analyst,Company - Private,Business Services,65,81,El Segundo,CA,El Segundo,CA,1
Junior Data Analyst,Company - Public,Manufacturing,65,81,Marina del Rey,CA,London,United Kingdom,0
Junior Data Analyst,Nonprofit Organization,Insurance,65,81,Woodland Hills,CA,Oakland,CA,0
Junior Data Analyst,Company - Public,Manufacturing,65,81,Long Beach,CA,Radnor,PA,0
Junior Data Analyst,Company - Public,Finance,65,81,El Segundo,CA,New York,NY,0
Junior Data Analyst,Company - Public,Retail,65,81,Cerritos,CA,Cerritos,CA,1
Junior Data Analyst,Company - Private,-1,65,81,Cerritos,CA,Alpharetta,GA,0
Junior Data Analyst,Company - Public,-1,65,81,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Nonprofit Organization,Education,65,81,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Company - Private,Business Services,65,81,Glendale,CA,Houston,TX,0
Senior Data Analyst,Company - Public,Finance,65,81,El Segundo,CA,New York,NY,0
Junior Data Analyst,Company - Private,-1,65,81,Burbank,CA,Burbank,CA,1
Junior Data Analyst,Nonprofit Organization,Insurance,65,81,Long Beach,CA,Long Beach,CA,1
Senior Data Analyst,Company - Private,Media,65,81,Santa Monica,CA,Santa Monica,CA,1
Junior Data Analyst,Company - Public,Insurance,65,81,Long Beach,CA,Long Beach,CA,1
Junior Data Analyst,Company - Private,Manufacturing,65,81,Los Angeles,CA,Bolton,CT,0
Junior Data Analyst,Company - Private,"Construction, Repair & Maintenance",65,81,City of Industry,CA,City of Industry,CA,1
Senior Data Analyst,Company - Private,-1,65,81,El Segundo,CA,Los Angeles,CA,0
Junior Data Analyst,Nonprofit Organization,Health Care,113,132,Arcadia,CA,Arcadia,CA,1
Junior Data Analyst,Company - Private,-1,113,132,City of Industry,CA,Taipei,Taiwan,0
Junior Data Analyst,Company - Public,-1,113,132,Los Angeles,CA,Canoga Park,CA,0
Junior Data Analyst,Company - Private,-1,113,132,Los Angeles,CA,Boca Raton,FL,0
Junior Data Analyst,Company - Private,Business Services,113,132,Santa Monica,CA,San Mateo,CA,0
Junior Data Analyst,Company - Private,"Construction, Repair & Maintenance",113,132,City of Industry,CA,City of Industry,CA,1
Junior Data Analyst,Company - Private,Accounting & Legal,113,132,Burbank,CA,Singapore,Singapore,0
Junior Data Analyst,Company - Private,-1,113,132,Burbank,CA,Bishnupur,India,0
Junior Data Analyst,Nonprofit Organization,Insurance,113,132,Long Beach,CA,Long Beach,CA,1
Junior Data Analyst,Company - Private,Business Services,113,132,Woodland Hills,CA,Glendale,CA,0
Junior Data Analyst,Company - Private,Business Services,113,132,El Segundo,CA,El Segundo,CA,1
Junior Data Analyst,Company - Private,Accounting & Legal,113,132,Arcadia,CA,Plainsboro,NJ,0
Senior Data Analyst,Nonprofit Organization,Insurance,113,132,Woodland Hills,CA,Oakland,CA,0
Junior Data Analyst,Company - Private,Information Technology,113,132,Burbank,CA,Chicago,IL,0
Junior Data Analyst,Company - Public,Media,113,132,Burbank,CA,Burbank,CA,1
Senior Data Analyst,Nonprofit Organization,Health Care,113,132,Gardena,CA,Renton,WA,0
Junior Data Analyst,Company - Public,Insurance,113,132,Long Beach,CA,Long Beach,CA,1
Junior Data Analyst,Company - Public,Insurance,113,132,Long Beach,CA,Long Beach,CA,1
Junior Data Analyst,Nonprofit Organization,-1,113,132,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Subsidiary or Business Segment,Media,113,132,Burbank,CA,New York,NY,0
Junior Data Analyst,Company - Private,Business Services,113,132,Woodland Hills,CA,Glendale,CA,0
Junior Data Analyst,Company - Private,Business Services,113,132,Santa Monica,CA,Santa Barbara,CA,0
Junior Data Analyst,Company - Private,Business Services,113,132,Pico Rivera,CA,San Clemente,CA,0
Junior Data Analyst,Nonprofit Organization,Health Care,113,132,Whittier,CA,Whittier,CA,1
Junior Data Analyst,Company - Private,Information Technology,113,132,Los Angeles,CA,Los Angeles,CA,1
Junior Data Analyst,Company - Public,Insurance,113,132,Brea,CA,Los Angeles,CA,0
Junior Data Analyst,Company - Public,Finance,60,66,Chicago,IL,Rosemont,IL,0
Junior Data Analyst,Company - Private,"Arts, Entertainment & Recreation",60,66,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Information Technology,60,66,Chicago,IL,Kennesaw,GA,0
Junior Data Analyst,Company - Private,Business Services,60,66,Chicago,IL,Dayton,OH,0
Junior Data Analyst,Company - Private,Health Care,60,66,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Public,Business Services,60,66,Downers Grove,IL,Troy,MI,0
Junior Data Analyst,Company - Public,Business Services,60,66,Chicago,IL,Troy,MI,0
Junior Data Analyst,Subsidiary or Business Segment,Business Services,60,66,Chicago,IL,New York,NY,0
Junior Data Analyst,Company - Private,Manufacturing,60,66,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Public,Information Technology,60,66,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Transportation & Logistics,60,66,Chicago,IL,Fort Wayne,IN,0
Junior Data Analyst,College / University,Education,60,66,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Business Services,60,66,Chicago,IL,New York,NY,0
Junior Data Analyst,Company - Private,-1,60,66,Chicago,IL,Langhorne,PA,0
Junior Data Analyst,Company - Private,Business Services,60,66,Downers Grove,IL,Chicago,IL,0
Junior Data Analyst,Company - Private,Business Services,60,66,Downers Grove,IL,Chicago,IL,0
Junior Data Analyst,Company - Private,Manufacturing,60,66,Broadview,IL,Farmington Hills,MI,0
Junior Data Analyst,Company - Private,Finance,60,66,Chicago,IL,Washington,DC,0
Junior Data Analyst,Nonprofit Organization,Non-Profit,60,66,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Business Services,60,66,Chicago,IL,Itasca,IL,0
Junior Data Analyst,Contract,Information Technology,60,66,Chicago,IL,Park Ridge,IL,0
Junior Data Analyst,Subsidiary or Business Segment,Finance,60,66,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Business Services,60,66,Downers Grove,IL,Glendale,CA,0
Junior Data Analyst,Subsidiary or Business Segment,Manufacturing,60,66,Broadview,IL,Mount Prospect,IL,0
Junior Data Analyst,School / School District,Education,60,66,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Government,Government,60,66,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Private Practice / Firm,Finance,60,66,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Business Services,60,66,Chicago,IL,Seattle,WA,0
Junior Data Analyst,Company - Public,Finance,60,66,Chicago,IL,Toronto,Canada,0
Junior Data Analyst,Subsidiary or Business Segment,Finance,60,66,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Information Technology,73,82,Chicago,IL,Aliso Viejo,CA,0
Junior Data Analyst,Company - Private,Health Care,73,82,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Public,Manufacturing,73,82,Woodridge,IL,Atlanta,GA,0
Junior Data Analyst,Company - Private,Information Technology,73,82,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Nonprofit Organization,Health Care,73,82,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Subsidiary or Business Segment,Business Services,73,82,Chicago,IL,Hanover,MD,0
Junior Data Analyst,Company - Private,-1,73,82,Chicago,IL,Gardena,CA,0
Senior Data Analyst,Company - Public,Manufacturing,73,82,Chicago,IL,Muscatine,IA,0
Junior Data Analyst,Company - Public,Business Services,73,82,Downers Grove,IL,Berea,OH,0
Junior Data Analyst,Company - Private,Information Technology,73,82,Chicago,IL,Woodridge,IL,0
Senior Data Analyst,Company - Private,Transportation & Logistics,73,82,Chicago,IL,San Francisco,CA,0
Junior Data Analyst,Subsidiary or Business Segment,Business Services,73,82,Downers Grove,IL,Atlanta,GA,0
Junior Data Analyst,Company - Private,Business Services,73,82,Chicago,IL,East Thetford,VT,0
Junior Data Analyst,Unknown,-1,73,82,Chicago,IL,KIRKLAND,Canada,0
Junior Data Analyst,Company - Private,Media,73,82,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Government,Government,73,82,Chicago,IL,Chicago,IL,1
Senior Data Analyst,Company - Private,-1,73,82,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Information Technology,73,82,Chicago,IL,Princeton,NJ,0
Junior Data Analyst,Company - Private,Information Technology,73,82,Chicago,IL,Woodridge,IL,0
Junior Data Analyst,Company - Private,Business Services,73,82,Chicago,IL,Itasca,IL,0
Junior Data Analyst,School / School District,Education,73,82,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Biotech & Pharmaceuticals,73,82,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,-1,73,82,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Information Technology,73,82,Chicago,IL,Rolling Meadows,IL,0
Senior Data Analyst,Company - Private,Information Technology,73,82,Chicago,IL,Ottawa,Canada,0
Junior Data Analyst,Subsidiary or Business Segment,Business Services,73,82,Chicago,IL,Hanover,MD,0
Senior Data Analyst,Nonprofit Organization,Non-Profit,73,82,Chicago,IL,New Haven,CT,0
Senior Data Analyst,Company - Private,Finance,73,82,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,"Construction, Repair & Maintenance",67,92,Burr Ridge,IL,South Holland,IL,0
Junior Data Analyst,Company - Private,Accounting & Legal,67,92,Chicago,IL,Plainsboro,NJ,0
Junior Data Analyst,Hospital,Health Care,67,92,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Business Services,67,92,Chicago,IL,Millersville,MD,0
Junior Data Analyst,Nonprofit Organization,Finance,67,92,Rolling Meadows,IL,Chicago,IL,0
Junior Data Analyst,Company - Private,Business Services,67,92,Chicago,IL,New York,NY,0
Senior Data Analyst,College / University,Education,67,92,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Nonprofit Organization,-1,67,92,Chicago,IL,Detroit,MI,0
Junior Data Analyst,Private Practice / Firm,Accounting & Legal,67,92,Deerfield,IL,Deerfield Beach,FL,0
Junior Data Analyst,Company - Public,Finance,67,92,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Information Technology,67,92,Chicago,IL,Atlanta,GA,0
Junior Data Analyst,Company - Private,Information Technology,67,92,Chicago,IL,Singapore,Singapore,0
Junior Data Analyst,Company - Private,"Oil, Gas, Energy & Utilities",67,92,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Accounting & Legal,67,92,Chicago,IL,London,United Kingdom,0
Junior Data Analyst,Franchise,"Construction, Repair & Maintenance",67,92,Chicago,IL,Seattle,WA,0
Junior Data Analyst,Company - Private,Manufacturing,67,92,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Business Services,67,92,Chicago,IL,Raleigh,NC,0
Junior Data Analyst,Company - Private,Transportation & Logistics,67,92,Chicago,IL,Philadelphia,PA,0
Senior Data Analyst,Company - Private,Information Technology,67,92,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Business Services,67,92,Chicago,IL,New York,NY,0
Junior Data Analyst,Company - Private,Retail,67,92,Northlake,IL,Northlake,IL,1
Junior Data Analyst,Company - Private,Information Technology,67,92,Northbrook,IL,Dublin,OH,0
Junior Data Analyst,Company - Private,Information Technology,67,92,Chicago,IL,New York,NY,0
Junior Data Analyst,Company - Public,Finance,67,92,Chicago,IL,Toronto,Canada,0
Senior Data Analyst,Company - Private,Accounting & Legal,67,92,Chicago,IL,New York,NY,0
Junior Data Analyst,Subsidiary or Business Segment,-1,67,92,Des Plaines,IL,Philadelphia,PA,0
Senior Data Analyst,Company - Private,Finance,67,92,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Business Services,67,92,Itasca,IL,Itasca,IL,1
Junior Data Analyst,Company - Public,Business Services,42,76,Chicago,IL,London,United Kingdom,0
Junior Data Analyst,Company - Public,Business Services,42,76,Evanston,IL,Tampa,FL,0
Junior Data Analyst,Company - Private,Non-Profit,42,76,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Business Services,42,76,Northbrook,IL,Houston,TX,0
Junior Data Analyst,Company - Private,-1,42,76,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Manufacturing,42,76,Bridgeview,IL,Bridgeview,IL,1
Senior Data Analyst,Company - Public,Biotech & Pharmaceuticals,42,76,Chicago,IL,Waltham,MA,0
Junior Data Analyst,Company - Private,Business Services,42,76,Downers Grove,IL,Saint Louis,MO,0
Junior Data Analyst,Company - Public,Manufacturing,42,76,Oak Brook,IL,Oak Brook,IL,1
Junior Data Analyst,Company - Private,Business Services,42,76,Chicago,IL,London,United Kingdom,0
Senior Data Analyst,School / School District,Education,42,76,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Information Technology,42,76,Chicago,IL,New York,NY,0
Junior Data Analyst,Company - Private,Business Services,42,76,Northbrook,IL,Somerset,NJ,0
Junior Data Analyst,Company - Private,Information Technology,42,76,Woodridge,IL,San Francisco,CA,0
Senior Data Analyst,Nonprofit Organization,Health Care,42,76,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Public,"Restaurants, Bars & Food Services",42,76,Oak Brook,IL,Saint Paul,MN,0
Junior Data Analyst,College / University,Education,42,76,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Public,Finance,42,76,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Business Services,42,76,Chicago,IL,Chicago,IL,1
Senior Data Analyst,School / School District,Education,42,76,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,-1,42,76,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Public,Finance,42,76,Downers Grove,IL,Burr Ridge,IL,0
Junior Data Analyst,Company - Private,Information Technology,42,76,Chicago,IL,Rochester,NY,0
Junior Data Analyst,School / School District,Education,42,76,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Information Technology,42,76,Chicago,IL,Woodridge,IL,0
Senior Data Analyst,Company - Private,Finance,42,76,Chicago,IL,Irvine,CA,0
Junior Data Analyst,Company - Private,Finance,42,76,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Business Services,97,129,Chicago,IL,Boston,MA,0
Junior Data Analyst,Company - Private,Information Technology,97,129,Chicago,IL,Encinitas,CA,0
Junior Data Analyst,Company - Private,Information Technology,97,129,Chicago,IL,Rolling Meadows,IL,0
Junior Data Analyst,Company - Private,Information Technology,97,129,Chicago,IL,Norcross,GA,0
Junior Data Analyst,Nonprofit Organization,Health Care,97,129,Maywood,IL,Livonia,MI,0
Junior Data Analyst,Company - Public,Information Technology,97,129,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Manufacturing,97,129,Northfield,IL,Northfield,IL,1
Junior Data Analyst,Company - Public,Information Technology,97,129,Chicago,IL,Paris,France,0
Senior Data Analyst,Company - Private,Biotech & Pharmaceuticals,97,129,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Subsidiary or Business Segment,Manufacturing,97,129,Glenview,IL,Glenview,IL,1
Junior Data Analyst,Company - Private,Business Services,97,129,Chicago,IL,Frisco,TX,0
Junior Data Analyst,Company - Private,Health Care,97,129,Chicago,IL,Iowa City,IA,0
Junior Data Analyst,Company - Public,Business Services,97,129,Chicago,IL,Menlo Park,CA,0
Junior Data Analyst,Company - Private,Business Services,97,129,Chicago,IL,Irvine,CA,0
Junior Data Analyst,Company - Private,Business Services,97,129,Chicago,IL,London,United Kingdom,0
Senior Data Analyst,Company - Private,Business Services,97,129,Chicago,IL,Lincolnshire,IL,0
Junior Data Analyst,Company - Private,Transportation & Logistics,97,129,Chicago,IL,Chicago,IL,1
Senior Data Analyst,Company - Public,Retail,97,129,Deerfield,IL,Deerfield,IL,1
Senior Data Analyst,Company - Private,Finance,97,129,Chicago,IL,Washington,DC,0
Junior Data Analyst,Company - Private,Business Services,97,129,Elk Grove Village,IL,Elk Grove Village,IL,1
Junior Data Analyst,Company - Public,Biotech & Pharmaceuticals,97,129,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,-1,97,129,Rolling Meadows,IL,Seattle,WA,0
Junior Data Analyst,Company - Public,-1,97,129,Chicago,IL,Saint Louis,MO,0
Senior Data Analyst,Company - Public,-1,97,129,Chicago,IL,Chicago,IL,1
Senior Data Analyst,Company - Private,Business Services,97,129,Chicago,IL,Millersville,MD,0
Junior Data Analyst,Company - Private,Business Services,97,129,Chicago,IL,Chicago,IL,1
Senior Data Analyst,Company - Private,Transportation & Logistics,97,129,Chicago,IL,San Francisco,CA,0
Junior Data Analyst,Company - Private,Business Services,68,87,Chicago,IL,Millersville,MD,0
Junior Data Analyst,College / University,Health Care,68,87,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Public,Insurance,68,87,Chicago,IL,Saint Louis,MO,0
Junior Data Analyst,College / University,Education,68,87,Chicago,IL,Chicago,IL,1
Junior Data Analyst,Company - Private,Business Services,68,87,Chicago,IL,Pittsburgh,PA,0
Junior Data Analyst,Company - Private,Information Technology,68,87,Chicago,IL,Singapore,Singapore,0
Junior Data Analyst,Company - Public,Retail,68,87,Chicago,IL,Salisbury,NC,0
Junior Data Analyst,Company - Private,Information Technology,68,87,Chicago,IL,Somerset,NJ,0
Junior Data Analyst,Company - Private,Accounting & Legal,68,87,Chicago,IL,Des Plaines,IL,0
Junior Data Analyst,Company - Private,Accounting & Legal,68,87,Arlington Heights,IL,Plainsboro,NJ,0
Junior Data Analyst,Company - Public,Retail,68,87,Deerfield,IL,Deerfield,IL,1
Junior Data Analyst,Company - Public,Finance,68,87,Downers Grove,IL,Pittsburgh,PA,0
Junior Data Analyst,Company - Private,Accounting & Legal,68,87,Chicago,IL,Plainsboro,NJ,0
Junior Data Analyst,Company - Private,Business Services,29,38,Houston,TX,Houston,TX,1
Junior Data Analyst,Company - Private,Finance,29,38,Houston,TX,Houston,TX,1
Junior Data Analyst,Self-employed,Accounting & Legal,29,38,Houston,TX,Clinton,MD,0
Junior Data Analyst,Company - Private,"Restaurants, Bars & Food Services",29,38,Houston,TX,Warren,MI,0
Junior Data Analyst,Company - Public,Telecommunications,29,38,Houston,TX,Houston,TX,1
